Date,Extension,Number of Files Created,File Size in B,File Size in KB,File Size in MB,File Type,File Format,,,,,
2013-02-04,.pdf,27,35286752,35286.752,35.287,PDF,Portable Document Format (PDF),,,,,
2013-02-04,.png,1,44050,44.05,0.044,Image,Portable Network Graphics,,,,,
2013-02-04,.htm,1,41192,41.192,0.041,Text Document,Vector Markup Language,,,,,
2013-02-04,.xml,2,653,0.653,0.001,Text Document,XML file ,,,,,
2013-02-04,.zip,11,18041691,18041.691,18.042,Packaged Files,ZIP Format,,,,,
2013-02-05,.3ds,2,17308,17.308,0.017,CAD File (2d or 3d),3D Studios File,,,,,
2013-02-05,.dwg,4,7300361,7300.361,7.300,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-05,.bak,2,518258,518.258,0.518,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-02-05,.JPG,17,55495920,55495.92,55.496,Image,JPEG File Interchange Format,,,,,
2013-02-05,.msg,16,24969728,24969.728,24.970,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-05,.doc,7,942080,942.08,0.942,Text Document,Microsoft Word Document,,,,,
2013-02-05,.dgn,3,8505344,8505.344,8.505,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-05,.pdf,20,28044285,28044.285,28.044,PDF,Portable Document Format (PDF),,,,,
2013-02-05,.zip,18,20843219,20843.219,20.843,Packaged Files,ZIP Format,,,,,
2013-02-05,.3dm,3,458193611,458193.611,458.194,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-02-06,.JPG,4,10077823,10077.823,10.078,Image,JPEG File Interchange Format,,,,,
2013-02-06,.msg,4,12187648,12187.648,12.188,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-06,.doc,7,942592,942.592,0.943,Text Document,Microsoft Word Document,,,,,
2013-02-06,.dgn,1,10729984,10729.984,10.730,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-06,.rsc,1,784,0.784,0.001,CAD File (2d or 3d),Microstation Resource File,,,,,
2013-02-06,.pdf,22,57933534,57933.534,57.934,PDF,Portable Document Format (PDF),,,,,
2013-02-06,.zip,11,38408391,38408.391,38.408,Packaged Files,ZIP Format,,,,,
2013-02-07,.dwg,10,3527168,3527.168,3.527,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-07,.bak,3,884188,884.188,0.884,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-02-07,.JPG,35,91990882,91990.882,91.991,Image,JPEG File Interchange Format,,,,,
2013-02-07,.msg,10,29783040,29783.04,29.783,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-07,.doc,8,1085952,1085.952,1.086,Text Document,Microsoft Word Document,,,,,
2013-02-07,.dgn,10,21356544,21356.544,21.357,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-07,.pdf,29,73721218,73721.218,73.721,PDF,Portable Document Format (PDF),,,,,
2013-02-07,.zip,8,17194963,17194.963,17.195,Packaged Files,ZIP Format,,,,,
2013-02-08,.dwg,7,11956713,11956.713,11.957,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-08,.JPG,104,302735067,302735.067,302.735,Image,JPEG File Interchange Format,,,,,
2013-02-08,.msg,4,4917248,4917.248,4.917,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-08,.doc,8,1104384,1104.384,1.104,Text Document,Microsoft Word Document,,,,,
2013-02-08,.dgn,10,14749184,14749.184,14.749,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-08,.pdf,77,144835920,144835.92,144.836,PDF,Portable Document Format (PDF),,,,,
2013-02-08,.zip,4,3562347,3562.347,3.562,Packaged Files,ZIP Format,,,,,
2013-02-09,.ai,1,579659,579.659,0.580,Vector Drawing,Adobe Illustrator,,,,,
2013-02-10,.JPG,6,20617941,20617.941,20.618,Image,JPEG File Interchange Format,,,,,
2013-02-10,.dgn,1,612864,612.864,0.613,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-10,.pdf,4,32357005,32357.005,32.357,PDF,Portable Document Format (PDF),,,,,
2013-02-11,.ai,1,853729,853.729,0.854,Vector Drawing,Adobe Illustrator,,,,,
2013-02-11,.psd,1,10921758,10921.758,10.922,Image,Adobe Photoshop,,,,,
2013-02-11,.dwg,3,1164857,1164.857,1.165,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-11,.bak,2,1126355,1126.355,1.126,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-02-11,.jpg,4,12560814,12560.814,12.561,Image,JPEG File Interchange Format,,,,,
2013-02-11,.msg,13,15341568,15341.568,15.342,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-11,.pptx,2,16992640,16992.64,16.993,Text Document,Microsoft PowerPoint,,,,,
2013-02-11,.doc,7,947712,947.712,0.948,Text Document,Microsoft Word Document,,,,,
2013-02-11,.dgn,6,5972480,5972.48,5.972,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-11,.pdf,34,35854456,35854.456,35.854,PDF,Portable Document Format (PDF),,,,,
2013-02-11,.xml,1,9237,9.237,0.009,Text Document,XML file ,,,,,
2013-02-11,.zip,18,14614953,14614.953,14.615,Packaged Files,ZIP Format,,,,,
2013-02-12,.ai,5,4392346,4392.346,4.392,Vector Drawing,Adobe Illustrator,,,,,
2013-02-12,.dwg,2,1254120,1254.12,1.254,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-12,.JPG,59,112407264,112407.264,112.407,Image,JPEG File Interchange Format,,,,,
2013-02-12,.msg,2,14566400,14566.4,14.566,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-12,.pptx,1,6998410,6998.41,6.998,Text Document,Microsoft PowerPoint,,,,,
2013-02-12,.doc,3,404992,404.992,0.405,Text Document,Microsoft Word Document,,,,,
2013-02-12,.dgn,2,5448704,5448.704,5.449,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-12,.pdf,54,85030759,85030.759,85.031,PDF,Portable Document Format (PDF),,,,,
2013-02-12,.zip,21,27414183,27414.183,27.414,Packaged Files,ZIP Format,,,,,
2013-02-13,.dwg,3,1322997,1322.997,1.323,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-13,.JPG,1,2450001,2450.001,2.450,Image,JPEG File Interchange Format,,,,,
2013-02-13,.xlsx,1,15018,15.018,0.015,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2013-02-13,.msg,43,59382272,59382.272,59.382,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-13,.doc,6,854528,854.528,0.855,Text Document,Microsoft Word Document,,,,,
2013-02-13,.dgn,11,14289668,14289.668,14.290,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-13,.pdf,25,74911204,74911.204,74.911,PDF,Portable Document Format (PDF),,,,,
2013-02-13,.zip,5,13735736,13735.736,13.736,Packaged Files,ZIP Format,,,,,
2013-02-13,.3dm,7,42485021,42485.021,42.485,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-02-14,.ai,3,2880078,2880.078,2.880,Vector Drawing,Adobe Illustrator,,,,,
2013-02-14,.psd,1,4505158,4505.158,4.505,Image,Adobe Photoshop,,,,,
2013-02-14,.dwg,5,23121715,23121.715,23.122,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-14,.bak,1,35835971,35835.971,35.836,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-02-14,.iges,1,9970298,9970.298,9.970,CAD File (2d or 3d),Initial Graphics Exchange Specification ,,,,,
2013-02-14,.igs,1,9970298,9970.298,9.970,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2013-02-14,.jpg,7,1999660,1999.66,2.000,Image,JPEG File Interchange Format,,,,,
2013-02-14,.log,1,1733,1.733,0.002,Text Document,Log File,,,,,
2013-02-14,.msg,224,188232192,188232.192,188.232,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-14,.pptx,1,7430671,7430.671,7.431,Text Document,Microsoft PowerPoint,,,,,
2013-02-14,.doc,4,544256,544.256,0.544,Text Document,Microsoft Word Document,,,,,
2013-02-14,.dgn,9,78143488,78143.488,78.143,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-14,.pdf,15,14010586,14010.586,14.011,PDF,Portable Document Format (PDF),,,,,
2013-02-14,.zip,11,8835582,8835.582,8.836,Packaged Files,ZIP Format,,,,,
2013-02-14,.sfi,1,2944,2.944,0.003,Program or System File,,,,,,
2013-02-15,.dwg,2,968681,968.681,0.969,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-15,.JPG,37,104877138,104877.138,104.877,Image,JPEG File Interchange Format,,,,,
2013-02-15,.msg,8,12743680,12743.68,12.744,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-15,.doc,3,400896,400.896,0.401,Text Document,Microsoft Word Document,,,,,
2013-02-15,.dgn,8,18693120,18693.12,18.693,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-15,.hln,5,167424,167.424,0.167,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2013-02-15,.pdf,3,2647634,2647.634,2.648,PDF,Portable Document Format (PDF),,,,,
2013-02-15,.zip,15,15543287,15543.287,15.543,Packaged Files,ZIP Format,,,,,
2013-02-15,.3dm,2,1230410,1230.41,1.230,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-02-17,.pdf,3,10532852,10532.852,10.533,PDF,Portable Document Format (PDF),,,,,
2013-02-18,.bak,1,31307931,31307.931,31.308,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-02-18,.JPG,49,154280679,154280.679,154.281,Image,JPEG File Interchange Format,,,,,
2013-02-18,.msg,296,126184448,126184.448,126.184,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-18,.doc,3,403968,403.968,0.404,Text Document,Microsoft Word Document,,,,,
2013-02-18,.dgn,12,9917952,9917.952,9.918,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-18,.hln,3,2740224,2740.224,2.740,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2013-02-18,.pdf,7,11779318,11779.318,11.779,PDF,Portable Document Format (PDF),,,,,
2013-02-18,.zip,17,26476343,26476.343,26.476,Packaged Files,ZIP Format,,,,,
2013-02-18,.3dm,1,2479755,2479.755,2.480,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-02-19,.ai,4,2829854,2829.854,2.830,Vector Drawing,Adobe Illustrator,,,,,
2013-02-19,.dwg,4,1633957,1633.957,1.634,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-19,.bak,1,236365,236.365,0.236,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-02-19,.jpg,4,648215,648.215,0.648,Image,JPEG File Interchange Format,,,,,
2013-02-19,.msg,6,4663296,4663.296,4.663,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-19,.pptx,3,22279836,22279.836,22.280,Text Document,Microsoft PowerPoint,,,,,
2013-02-19,.doc,3,404992,404.992,0.405,Text Document,Microsoft Word Document,,,,,
2013-02-19,.dgn,3,3360256,3360.256,3.360,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-19,.pdf,10,6231152,6231.152,6.231,PDF,Portable Document Format (PDF),,,,,
2013-02-19,.zip,7,3606473,3606.473,3.606,Packaged Files,ZIP Format,,,,,
2013-02-19,.3dm,4,20552188,20552.188,20.552,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-02-20,.JPG,15,33238228,33238.228,33.238,Image,JPEG File Interchange Format,,,,,
2013-02-20,.msg,297,158966272,158966.272,158.966,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-20,.doc,9,1201152,1201.152,1.201,Text Document,Microsoft Word Document,,,,,
2013-02-20,.dgn,3,6135808,6135.808,6.136,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-20,.hln,8,505344,505.344,0.505,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2013-02-20,.pdf,17,38653643,38653.643,38.654,PDF,Portable Document Format (PDF),,,,,
2013-02-20,.zip,18,30769892,30769.892,30.770,Packaged Files,ZIP Format,,,,,
2013-02-21,.JPG,18,53525189,53525.189,53.525,Image,JPEG File Interchange Format,,,,,
2013-02-21,.doc,5,541184,541.184,0.541,Text Document,Microsoft Word Document,,,,,
2013-02-21,.dgn,10,12357632,12357.632,12.358,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-21,.pdf,27,701078060,701078.06,701.078,PDF,Portable Document Format (PDF),,,,,
2013-02-21,.zip,6,2388235,2388.235,2.388,Packaged Files,ZIP Format,,,,,
2013-02-22,.dwg,2,2063672,2063.672,2.064,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-02-22,.JPG,18,53581685,53581.685,53.582,Image,JPEG File Interchange Format,,,,,
2013-02-22,.msg,5,12257792,12257.792,12.258,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-22,.doc,7,940032,940.032,0.940,Text Document,Microsoft Word Document,,,,,
2013-02-22,.docx,2,42999,42.999,0.043,Text Document,Microsoft Word for Windows,,,,,
2013-02-22,.dgn,8,12600832,12600.832,12.601,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-22,.pdf,17,14202686,14202.686,14.203,PDF,Portable Document Format (PDF),,,,,
2013-02-22,.zip,13,43673882,43673.882,43.674,Packaged Files,ZIP Format,,,,,
2013-02-23,.msg,378,160753664,160753.664,160.754,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-23,.doc,20,2680832,2680.832,2.681,Text Document,Microsoft Word Document,,,,,
2013-02-23,.pdf,24,24156381,24156.381,24.156,PDF,Portable Document Format (PDF),,,,,
2013-02-25,.JPG,22,53213096,53213.096,53.213,Image,JPEG File Interchange Format,,,,,
2013-02-25,.xlsx,1,12131,12.131,0.012,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2013-02-25,.msg,26,27465728,27465.728,27.466,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-25,.doc,5,678400,678.4,0.678,Text Document,Microsoft Word Document,,,,,
2013-02-25,.dgn,2,1693184,1693.184,1.693,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-25,.pdf,9,10196950,10196.95,10.197,PDF,Portable Document Format (PDF),,,,,
2013-02-25,.PNG,1,1027942,1027.942,1.028,Image,Portable Network Graphics,,,,,
2013-02-25,.zip,30,28867165,28867.165,28.867,Packaged Files,ZIP Format,,,,,
2013-02-26,.psd,1,29839948,29839.948,29.840,Image,Adobe Photoshop,,,,,
2013-02-26,.JPG,47,101120838,101120.838,101.121,Image,JPEG File Interchange Format,,,,,
2013-02-26,.msg,6,13807616,13807.616,13.808,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-26,.doc,2,272896,272.896,0.273,Text Document,Microsoft Word Document,,,,,
2013-02-26,.dgn,2,4760064,4760.064,4.760,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-26,.pdf,14,24829614,24829.614,24.830,PDF,Portable Document Format (PDF),,,,,
2013-02-26,.zip,15,42393752,42393.752,42.394,Packaged Files,ZIP Format,,,,,
2013-02-27,.msg,4,6565376,6565.376,6.565,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-27,.doc,5,680448,680.448,0.680,Text Document,Microsoft Word Document,,,,,
2013-02-27,.dgn,2,2840064,2840.064,2.840,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-27,.hln,2,74240,74.24,0.074,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2013-02-27,.pdf,37,95771230,95771.23,95.771,PDF,Portable Document Format (PDF),,,,,
2013-02-27,.tif,48,12530542,12530.542,12.531,Image,Tagged Image File Format,,,,,
2013-02-27,.zip,13,31476594,31476.594,31.477,Packaged Files,ZIP Format,,,,,
2013-02-27,.3dm,1,64996727,64996.727,64.997,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-02-28,.JPG,40,103314476,103314.476,103.314,Image,JPEG File Interchange Format,,,,,
2013-02-28,.xlsx,1,19981,19.981,0.020,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2013-02-28,.msg,5,3623936,3623.936,3.624,Email Message,Microsoft Outlook Email Message,,,,,
2013-02-28,.doc,5,677888,677.888,0.678,Text Document,Microsoft Word Document,,,,,
2013-02-28,.dgn,1,2068480,2068.48,2.068,CAD File (2d or 3d),Microstation Design File,,,,,
2013-02-28,.hln,1,38912,38.912,0.039,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2013-02-28,.pdf,26,15321066,15321.066,15.321,PDF,Portable Document Format (PDF),,,,,
2013-02-28,.zip,13,9793820,9793.82,9.794,Packaged Files,ZIP Format,,,,,
2013-02-28,.3dm,1,75395832,75395.832,75.396,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-03-01,.JPG,1,2348809,2348.809,2.349,Image,JPEG File Interchange Format,,,,,
2013-03-01,.msg,117,80537088,80537.088,80.537,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-01,.doc,8,1152512,1152.512,1.153,Text Document,Microsoft Word Document,,,,,
2013-03-01,.dgn,2,6731776,6731.776,6.732,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-01,.pdf,25,81884691,81884.691,81.885,PDF,Portable Document Format (PDF),,,,,
2013-03-01,.zip,6,10418565,10418.565,10.419,Packaged Files,ZIP Format,,,,,
2013-03-02,.pdf,1,16790768,16790.768,16.791,PDF,Portable Document Format (PDF),,,,,
2013-03-03,.doc,3,404480,404.48,0.404,Text Document,Microsoft Word Document,,,,,
2013-03-03,.pdf,4,80833371,80833.371,80.833,PDF,Portable Document Format (PDF),,,,,
2013-03-04,.dwg,1,276740,276.74,0.277,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-03-04,.msg,10,13237248,13237.248,13.237,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-04,.doc,2,271872,271.872,0.272,Text Document,Microsoft Word Document,,,,,
2013-03-04,.dgn,4,6056960,6056.96,6.057,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-04,.pdf,14,17191947,17191.947,17.192,PDF,Portable Document Format (PDF),,,,,
2013-03-04,.zip,12,12602974,12602.974,12.603,Packaged Files,ZIP Format,,,,,
2013-03-05,.dwg,4,4178128,4178.128,4.178,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-03-05,.JPG,10,29426237,29426.237,29.426,Image,JPEG File Interchange Format,,,,,
2013-03-05,.doc,2,267776,267.776,0.268,Text Document,Microsoft Word Document,,,,,
2013-03-05,.dgn,5,6406144,6406.144,6.406,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-05,.pdf,5,1718365,1718.365,1.718,PDF,Portable Document Format (PDF),,,,,
2013-03-05,.zip,3,1018794,1018.794,1.019,Packaged Files,ZIP Format,,,,,
2013-03-06,.dwg,5,71137309,71137.309,71.137,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-03-06,.bak,1,117792,117.792,0.118,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-03-06,.jpg,30,7273084,7273.084,7.273,Image,JPEG File Interchange Format,,,,,
2013-03-06,.xls,3,194560,194.56,0.195,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2013-03-06,.msg,4,5310976,5310.976,5.311,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-06,.doc,4,550400,550.4,0.550,Text Document,Microsoft Word Document,,,,,
2013-03-06,.dgn,10,12252672,12252.672,12.253,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-06,.hln,1,28160,28.16,0.028,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2013-03-06,.txt,2,4370,4.37,0.004,Text Document,Plain Text File,,,,,
2013-03-06,.pdf,26,20293314,20293.314,20.293,PDF,Portable Document Format (PDF),,,,,
2013-03-06,.zip,10,11353271,11353.271,11.353,Packaged Files,ZIP Format,,,,,
2013-03-07,.dwf,1,14444764,14444.764,14.445,CAD File (2d or 3d),AutoCAD Design Web Format,,,,,
2013-03-07,.dwg,4,15555078,15555.078,15.555,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-03-07,.fbx,1,328491856,328491.856,328.492,CAD File (2d or 3d),Autodesk FilmBox 3D Asset Exchange Format,,,,,
2013-03-07,.kmz,1,44472025,44472.025,44.472,Packaged Files,Keyhole Markup Language (Container),,,,,
2013-03-07,.log,1,162,0.162,0.000,Text Document,Log File,,,,,
2013-03-07,.msg,29,15696384,15696.384,15.696,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-07,.lnk,1,906,0.906,0.001,Program or System File,Microsoft Windows Shortcut,,,,,
2013-03-07,.doc,8,1082368,1082.368,1.082,Text Document,Microsoft Word Document,,,,,
2013-03-07,.dgn,11,86447104,86447.104,86.447,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-07,.pdf,12,14957017,14957.017,14.957,PDF,Portable Document Format (PDF),,,,,
2013-03-07,.zip,9,5738097,5738.097,5.738,Packaged Files,ZIP Format,,,,,
2013-03-07,.3dm,2,117333183,117333.183,117.333,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-03-08,.JPG,2,3966882,3966.882,3.967,Image,JPEG File Interchange Format,,,,,
2013-03-08,.msg,164,203210752,203210.752,203.211,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-08,.dgn,2,11250176,11250.176,11.250,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-08,.pdf,9,34664507,34664.507,34.665,PDF,Portable Document Format (PDF),,,,,
2013-03-08,.zip,10,9609665,9609.665,9.610,Packaged Files,ZIP Format,,,,,
2013-03-11,.dwg,3,916792,916.792,0.917,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-03-11,.bak,1,163596,163.596,0.164,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-03-11,.msg,5,10122240,10122.24,10.122,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-11,.doc,8,1078784,1078.784,1.079,Text Document,Microsoft Word Document,,,,,
2013-03-11,.dgn,1,9703424,9703.424,9.703,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-11,.pdf,27,100578225,100578.225,100.578,PDF,Portable Document Format (PDF),,,,,
2013-03-11,.zip,10,20840343,20840.343,20.840,Packaged Files,ZIP Format,,,,,
2013-03-12,.xlsx,2,2897761,2897.761,2.898,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
2013-03-12,.msg,3,7648768,7648.768,7.649,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-12,.doc,3,411648,411.648,0.412,Text Document,Microsoft Word Document,,,,,
2013-03-12,.docx,1,47899,47.899,0.048,Text Document,Microsoft Word for Windows,,,,,
2013-03-12,.dgn,5,9060352,9060.352,9.060,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-12,.hln,1,191488,191.488,0.191,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2013-03-12,.pdf,19,40552623,40552.623,40.553,PDF,Portable Document Format (PDF),,,,,
2013-03-12,.zip,5,11238650,11238.65,11.239,Packaged Files,ZIP Format,,,,,
2013-03-13,.stl,6,314245704,314245.704,314.246,CAD File (2d or 3d),3D Model STL File (3D Print File),,,,,
2013-03-13,.3ds,1,52515,52.515,0.053,CAD File (2d or 3d),3D Studios File,,,,,
2013-03-13,.dwg,1,124534,124.534,0.125,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-03-13,.bak,2,27156658,27156.658,27.157,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-03-13,.log,2,89918,89.918,0.090,Text Document,Log File,,,,,
2013-03-13,.xls,1,40448,40.448,0.040,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
2013-03-13,.msg,24,50899456,50899.456,50.899,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-13,.doc,3,414720,414.72,0.415,Text Document,Microsoft Word Document,,,,,
2013-03-13,.dgn,11,29021696,29021.696,29.022,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-13,.pdf,17,21148329,21148.329,21.148,PDF,Portable Document Format (PDF),,,,,
2013-03-13,.stp,2,11514764,11514.764,11.515,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2013-03-13,.vcf,1,1587,1.587,0.002,Text Document,vCard,,,,,
2013-03-13,.zip,10,20132106,20132.106,20.132,Packaged Files,ZIP Format,,,,,
2013-03-13,.3dm,7,43287573,43287.573,43.288,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-03-13,.zbd,2,88082134,88082.134,88.082,Spreadsheet or Database,Zoom Browser Database,,,,,
2013-03-14,.sat,1,1745607,1745.607,1.746,Program or System File,ACIS Standard ACIS Text File,,,,,
2013-03-14,.JPG,4,20001734,20001.734,20.002,Image,JPEG File Interchange Format,,,,,
2013-03-14,.log,1,1660,1.66,0.002,Text Document,Log File,,,,,
2013-03-14,.msg,8,17811456,17811.456,17.811,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-14,.doc,2,271360,271.36,0.271,Text Document,Microsoft Word Document,,,,,
2013-03-14,.dgn,12,64519457,64519.457,64.519,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-14,.rsc,1,404,0.404,0.000,CAD File (2d or 3d),Microstation Resource File,,,,,
2013-03-14,.pdf,16,6164622,6164.622,6.165,PDF,Portable Document Format (PDF),,,,,
2013-03-14,.stp,1,38220,38.22,0.038,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2013-03-14,.zip,13,17097982,17097.982,17.098,Packaged Files,ZIP Format,,,,,
2013-03-14,.3dm,6,28890334,28890.334,28.890,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2013-03-15,.msg,2,1394688,1394.688,1.395,Email Message,Microsoft Outlook Email Message,,,,,
2013-03-15,.dgn,19,44685835,44685.835,44.686,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-15,.pdf,15,8221229,8221.229,8.221,PDF,Portable Document Format (PDF),,,,,
2013-03-15,.zip,15,10777292,10777.292,10.777,Packaged Files,ZIP Format,,,,,
2013-03-16,.doc,1,138752,138.752,0.139,Text Document,Microsoft Word Document,,,,,
2013-03-16,.dgn,1,13610496,13610.496,13.610,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-16,.pdf,2,1886069,1886.069,1.886,PDF,Portable Document Format (PDF),,,,,
2013-03-17,.pdf,2,1517859,1517.859,1.518,PDF,Portable Document Format (PDF),,,,,
2013-03-18,.ctb,1,5171,5.171,0.005,CAD File (2d or 3d),AutoCAD Colour-Dependant Plot Style Table,,,,,
2013-03-18,.dwg,17,17933120,17933.12,17.933,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-03-18,.bak,2,1739261,1739.261,1.739,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-03-18,.pc3,1,1335,1.335,0.001,CAD File (2d or 3d),AutoCAD Plot Configuration File,,,,,
2013-03-18,.jpg,8,17989749,17989.749,17.990,Image,JPEG File Interchange Format,,,,,
2013-03-18,.doc,1,138240,138.24,0.138,Text Document,Microsoft Word Document,,,,,
2013-03-18,.docx,1,15600,15.6,0.016,Text Document,Microsoft Word for Windows,,,,,
2013-03-18,.dgn,3,9478656,9478.656,9.479,CAD File (2d or 3d),Microstation Design File,,,,,
2013-03-18,.txt,1,2580,2.58,0.003,Text Document,Plain Text File,,,,,
2013-03-18,.pdf,10,45482409,45482.409,45.482,PDF,Portable Document Format (PDF),,,,,
2013-03-19,.dwg,4,777145,777.145,0.777,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2013-03-19,.bak,1,847207,847.207,0.847,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
2013-03-19,.jpg,59,153368078,153368.078,153.368,Image,JPEG File Interchange Format,,,,,
2013-03-19,.log,1,1102,1.102,0.001,Text Document,Log File,,,,,
