Date,Extension,Number of Files Created,File Size in B,File Size in KB,File Size in MB,File Type,File Format,,,,,
2/12/2010,.CATPart,1,592765,592.765,0.593,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/12/2010,.log,27,3681035,3681.035,3.681,Text Document,Log File,,,,,
2/12/2010,.dgn,1,1835008,1835.008,1.835,CAD File (2d or 3d),Microstation Design File,,,,,
2/12/2010,.bprc,1,161,0.161,0,CAD File (2d or 3d),MicroStation V8 Batch Process File,,,,,
2/12/2010,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
2/12/2010,.pdf,1,367732,367.732,0.368,PDF,Portable Document Format (PDF),,,,,
2/12/2010,.stp,27,307479914,307479.914,307.48,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2/12/2010,.3dm,23,315890046,315890.046,315.89,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2/15/2010,.DWG,3,6315760,6315.76,6.316,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2/15/2010,.CATPart,8,36483464,36483.464,36.483,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/15/2010,.dgn,19,20943872,20943.872,20.944,CAD File (2d or 3d),Microstation Design File,,,,,
2/15/2010,.pdf,1,1093300,1093.3,1.093,PDF,Portable Document Format (PDF),,,,,
2/15/2010,.stp,5,13395718,13395.718,13.396,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2/16/2010,.dwg,1,4577544,4577.544,4.578,CAD File (2d or 3d),AutoCAD Drawing,,,,,
2/16/2010,.sfo,1,4032,4.032,0.004,Program or System File,Bitstream font file,,,,,
2/16/2010,.CATPart,4,40149558,40149.558,40.15,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/16/2010,.log,1,129292,129.292,0.129,Text Document,Log File,,,,,
2/16/2010,.dgn,7,19235840,19235.84,19.236,CAD File (2d or 3d),Microstation Design File,,,,,
2/16/2010,.pdf,1,219548,219.548,0.22,PDF,Portable Document Format (PDF),,,,,
2/16/2010,.stp,1,34518520,34518.52,34.519,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2/17/2010,.igs,5,8871879,8871.879,8.872,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/17/2010,.log,1,1099,1.099,0.001,Text Document,Log File,,,,,
2/17/2010,.dgn,7,7790080,7790.08,7.79,CAD File (2d or 3d),Microstation Design File,,,,,
2/17/2010,.pdf,1,42196,42.196,0.042,PDF,Portable Document Format (PDF),,,,,
2/18/2010,.gct,1,9842,9.842,0.01,CAD File (2d or 3d),Bentley V8 GenerativeComponents File,,,,,
2/18/2010,.igs,6,12190653,12190.653,12.191,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/18/2010,.log,3,3325,3.325,0.003,Text Document,Log File,,,,,
2/18/2010,.mpp,1,889856,889.856,0.89,Spreadsheet or Database,Microsoft Project,,,,,
2/18/2010,.doc,1,65024,65.024,0.065,Text Document,Microsoft Word Document,,,,,
2/18/2010,.dgn,1,814080,814.08,0.814,CAD File (2d or 3d),Microstation Design File,,,,,
2/18/2010,.mvba,2,18432,18.432,0.018,CAD File (2d or 3d),MicroStation VBA Project,,,,,
2/18/2010,.3dm,1,14108478,14108.478,14.108,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
2/19/2010,.CATPart,1,7917490,7917.49,7.917,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/19/2010,.igs,10,19576032,19576.032,19.576,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/19/2010,.jpg,1,475592,475.592,0.476,Image,JPEG File Interchange Format,,,,,
2/19/2010,.log,4,4436,4.436,0.004,Text Document,Log File,,,,,
2/19/2010,.doc,1,66048,66.048,0.066,Text Document,Microsoft Word Document,,,,,
2/19/2010,.docx,1,32738,32.738,0.033,Text Document,Microsoft Word for Windows,,,,,
2/19/2010,.dgn,2,1234432,1234.432,1.234,CAD File (2d or 3d),Microstation Design File,,,,,
2/19/2010,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
2/19/2010,.pdf,1,70317,70.317,0.07,PDF,Portable Document Format (PDF),,,,,
2/19/2010,.stp,1,64985,64.985,0.065,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2/21/2010,.gct,1,8197,8.197,0.008,CAD File (2d or 3d),Bentley V8 GenerativeComponents File,,,,,
2/21/2010,.igs,17,60618090,60618.09,60.618,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/21/2010,.log,17,19290,19.29,0.019,Text Document,Log File,,,,,
2/22/2010,.CATPart,2,19978360,19978.36,19.978,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/22/2010,.igs,6,7453215,7453.215,7.453,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/22/2010,.dgn,3,1136128,1136.128,1.136,CAD File (2d or 3d),Microstation Design File,,,,,
2/22/2010,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
2/22/2010,.pdf,1,13558,13.558,0.014,PDF,Portable Document Format (PDF),,,,,
2/23/2010,.CATPart,3,45952281,45952.281,45.952,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/23/2010,.igs,1,308124,308.124,0.308,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/23/2010,.dgn,16,38136832,38136.832,38.137,CAD File (2d or 3d),Microstation Design File,,,,,
2/23/2010,.hln,5,709632,709.632,0.71,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2/24/2010,.CATPart,1,4092601,4092.601,4.093,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/24/2010,.igs,38,29620080,29620.08,29.62,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
2/24/2010,.dgn,8,21313024,21313.024,21.313,CAD File (2d or 3d),Microstation Design File,,,,,
2/24/2010,.hln,3,1147392,1147.392,1.147,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
2/25/2010,.CATPart,2,194377234,194377.234,194.377,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/25/2010,.docx,1,30394,30.394,0.03,Text Document,Microsoft Word for Windows,,,,,
2/25/2010,.dgn,31,35032922,35032.922,35.033,CAD File (2d or 3d),Microstation Design File,,,,,
2/25/2010,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
2/25/2010,.pdf,5,1151720,1151.72,1.152,PDF,Portable Document Format (PDF),,,,,
2/26/2010,.CATPart,1,87078747,87078.747,87.079,CAD File (2d or 3d),CATIA V5 Part file,,,,,
2/26/2010,.log,1,627,0.627,0.001,Text Document,Log File,,,,,
2/26/2010,.dgn,4,3091456,3091.456,3.091,CAD File (2d or 3d),Microstation Design File,,,,,
2/26/2010,.rhl,1,52,0.052,0,CAD File (2d or 3d),Rhino Lock File,,,,,
2/26/2010,.stp,2,77781951,77781.951,77.782,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
2/26/2010,.3dm,1,82114514,82114.514,82.115,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
3/1/2010,.dwg,2,3906342,3906.342,3.906,CAD File (2d or 3d),AutoCAD Drawing,,,,,
3/1/2010,.CATPart,4,118271526,118271.526,118.272,CAD File (2d or 3d),CATIA V5 Part file,,,,,
3/1/2010,.igs,3,6866907,6866.907,6.867,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
3/1/2010,.log,4,52006,52.006,0.052,Text Document,Log File,,,,,
3/1/2010,.dgn,17,25076736,25076.736,25.077,CAD File (2d or 3d),Microstation Design File,,,,,
3/1/2010,.mvba,1,9216,9.216,0.009,CAD File (2d or 3d),MicroStation VBA Project,,,,,
3/1/2010,.stp,1,3719331,3719.331,3.719,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
3/1/2010,.tif,3,1458900,1458.9,1.459,Image,Tagged Image File Format,,,,,
3/2/2010,.dwg,4,7788818,7788.818,7.789,CAD File (2d or 3d),AutoCAD Drawing,,,,,
3/2/2010,.CATPart,1,2078945,2078.945,2.079,CAD File (2d or 3d),CATIA V5 Part file,,,,,
3/2/2010,.igs,5,10164195,10164.195,10.164,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
3/2/2010,.jpg,11,10252759,10252.759,10.253,Image,JPEG File Interchange Format,,,,,
3/2/2010,.log,4,90906,90.906,0.091,Text Document,Log File,,,,,
3/2/2010,.pdf,6,3620161,3620.161,3.62,PDF,Portable Document Format (PDF),,,,,
3/2/2010,.stp,2,29121584,29121.584,29.122,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
3/2/2010,.3dm,3,20487308,20487.308,20.487,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
3/3/2010,.dwg,4,343319,343.319,0.343,CAD File (2d or 3d),AutoCAD Drawing,,,,,
3/3/2010,.dws,1,15308,15.308,0.015,CAD File (2d or 3d),AutoCAD Drawing Standards File,,,,,
3/3/2010,.job,2,10343,10.343,0.01,CAD File (2d or 3d),Microstation Batch Print File,,,,,
3/3/2010,.dgn,20,13267456,13267.456,13.267,CAD File (2d or 3d),Microstation Design File,,,,,
3/3/2010,.pdf,5,123078212,123078.212,123.078,PDF,Portable Document Format (PDF),,,,,
3/4/2010,.dwg,10,558594,558.594,0.559,CAD File (2d or 3d),AutoCAD Drawing,,,,,
3/4/2010,.jpg,1,394716,394.716,0.395,Image,JPEG File Interchange Format,,,,,
3/4/2010,.dgn,22,5174404,5174.404,5.174,CAD File (2d or 3d),Microstation Design File,,,,,
3/4/2010,.txt,1,171,0.171,0,Text Document,Plain Text File,,,,,
3/5/2010,.dwg,4,240452,240.452,0.24,CAD File (2d or 3d),AutoCAD Drawing,,,,,
3/5/2010,.gct,1,4626,4.626,0.005,CAD File (2d or 3d),Bentley V8 GenerativeComponents File,,,,,
3/5/2010,.CATPart,9,15441256,15441.256,15.441,CAD File (2d or 3d),CATIA V5 Part file,,,,,
3/5/2010,.igs,5,3413826,3413.826,3.414,CAD File (2d or 3d),Initial Graphics Exchange Specification (IGES),,,,,
3/5/2010,.dgn,6,4376064,4376.064,4.376,CAD File (2d or 3d),Microstation Design File,,,,,
3/5/2010,.pdf,2,2009831,2009.831,2.01,PDF,Portable Document Format (PDF),,,,,
3/5/2010,.stp,4,1127691,1127.691,1.128,CAD File (2d or 3d),Standard for the Exchange of Product model data,,,,,
3/7/2010,.dwg,2,164408,164.408,0.164,CAD File (2d or 3d),AutoCAD Drawing,,,,,
3/7/2010,.dgn,4,792576,792.576,0.793,CAD File (2d or 3d),Microstation Design File,,,,,
3/8/2010,.doc,1,50176,50.176,0.05,Text Document,Microsoft Word Document,,,,,
3/8/2010,.dgn,16,14951936,14951.936,14.952,CAD File (2d or 3d),Microstation Design File,,,,,
3/8/2010,.~d,5,307200,307.2,0.307,CAD File (2d or 3d),Crashed DGN File,,,,,
3/9/2010,.dwg,2,183504,183.504,0.184,CAD File (2d or 3d),AutoCAD Drawing,,,,,
3/9/2010,.CATPart,1,213838,213.838,0.214,CAD File (2d or 3d),CATIA V5 Part file,,,,,
3/9/2010,.log,2,1528,1.528,0.002,Text Document,Log File,,,,,
3/9/2010,.doc,1,49664,49.664,0.05,Text Document,Microsoft Word Document,,,,,
3/9/2010,.docx,4,194028,194.028,0.194,Text Document,Microsoft Word for Windows,,,,,
3/9/2010,.dgn,9,9334491,9334.491,9.334,CAD File (2d or 3d),Microstation Design File,,,,,
8/16/2013,.dwg,1,0,0,0,CAD File (2d or 3d),AutoCAD Drawing,,,,,
8/16/2013,.msg,4,2112000,2112,2.112,Email Message,Microsoft Outlook Email Message,,,,,
8/16/2013,.doc,1,136192,136.192,0.136,Text Document,Microsoft Word Document,,,,,
8/16/2013,.pdf,2,1003287,1003.287,1.003,PDF,Portable Document Format (PDF),,,,,
8/16/2013,.zip,9,1629089658,1629089.658,1629.09,Packaged Files,ZIP Format,,,,,
8/17/2013,.doc,2,266240,266.24,0.266,Text Document,Microsoft Word Document,,,,,
8/17/2013,.pdf,4,2749468,2749.468,2.749,PDF,Portable Document Format (PDF),,,,,
8/18/2013,.JPG,156,361152550,361152.55,361.153,Image,JPEG File Interchange Format,,,,,
8/18/2013,.xlsx,1,15182,15.182,0.015,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
8/18/2013,.msg,3,3265024,3265.024,3.265,Email Message,Microsoft Outlook Email Message,,,,,
8/18/2013,.doc,3,129586176,129586.176,129.586,Text Document,Microsoft Word Document,,,,,
8/18/2013,.docx,1,114129,114.129,0.114,Text Document,Microsoft Word for Windows,,,,,
8/18/2013,.dgn,1,630272,630.272,0.63,CAD File (2d or 3d),Microstation Design File,,,,,
8/18/2013,.pdf,9,8774227,8774.227,8.774,PDF,Portable Document Format (PDF),,,,,
8/18/2013,.zip,3,2737031,2737.031,2.737,Packaged Files,ZIP Format,,,,,
8/19/2013,.JPG,39,117019288,117019.288,117.019,Image,JPEG File Interchange Format,,,,,
8/19/2013,.msg,7,4725760,4725.76,4.726,Email Message,Microsoft Outlook Email Message,,,,,
8/19/2013,.doc,4,537088,537.088,0.537,Text Document,Microsoft Word Document,,,,,
8/19/2013,.docx,1,16908,16.908,0.017,Text Document,Microsoft Word for Windows,,,,,
8/19/2013,.dgn,4,4644352,4644.352,4.644,CAD File (2d or 3d),Microstation Design File,,,,,
8/19/2013,.pdf,8,6408379,6408.379,6.408,PDF,Portable Document Format (PDF),,,,,
8/19/2013,.zip,5,5145063,5145.063,5.145,Packaged Files,ZIP Format,,,,,
8/20/2013,.dwg,1,588928,588.928,0.589,CAD File (2d or 3d),AutoCAD Drawing,,,,,
8/20/2013,.msg,10,11309568,11309.568,11.31,Email Message,Microsoft Outlook Email Message,,,,,
8/20/2013,.doc,10,1368576,1368.576,1.369,Text Document,Microsoft Word Document,,,,,
8/20/2013,.dgn,2,4136960,4136.96,4.137,CAD File (2d or 3d),Microstation Design File,,,,,
8/20/2013,.pdf,30,17640123,17640.123,17.64,PDF,Portable Document Format (PDF),,,,,
8/20/2013,.zip,16,13081159,13081.159,13.081,Packaged Files,ZIP Format,,,,,
8/21/2013,.dwg,2,4018549,4018.549,4.019,CAD File (2d or 3d),AutoCAD Drawing,,,,,
8/21/2013,.bak,2,26393771,26393.771,26.394,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
8/21/2013,.msg,72,39534080,39534.08,39.534,Email Message,Microsoft Outlook Email Message,,,,,
8/21/2013,.doc,2,272896,272.896,0.273,Text Document,Microsoft Word Document,,,,,
8/21/2013,.dgn,5,12528128,12528.128,12.528,CAD File (2d or 3d),Microstation Design File,,,,,
8/21/2013,.pdf,7,8037785,8037.785,8.038,PDF,Portable Document Format (PDF),,,,,
8/21/2013,.zip,5,3963213,3963.213,3.963,Packaged Files,ZIP Format,,,,,
8/22/2013,.dwg,5,18279712,18279.712,18.28,CAD File (2d or 3d),AutoCAD Drawing,,,,,
8/22/2013,.bak,3,6303740,6303.74,6.304,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
8/22/2013,.msg,2,1502208,1502.208,1.502,Email Message,Microsoft Outlook Email Message,,,,,
8/22/2013,.doc,10,1389568,1389.568,1.39,Text Document,Microsoft Word Document,,,,,
8/22/2013,.dgn,9,12952576,12952.576,12.953,CAD File (2d or 3d),Microstation Design File,,,,,
8/22/2013,.pdf,16,10885269,10885.269,10.885,PDF,Portable Document Format (PDF),,,,,
8/22/2013,.zip,12,11453145,11453.145,11.453,Packaged Files,ZIP Format,,,,,
8/23/2013,.msg,85,64558080,64558.08,64.558,Email Message,Microsoft Outlook Email Message,,,,,
8/23/2013,.doc,8,1087488,1087.488,1.087,Text Document,Microsoft Word Document,,,,,
8/23/2013,.dgn,5,5051392,5051.392,5.051,CAD File (2d or 3d),Microstation Design File,,,,,
8/23/2013,.pdf,17,22973638,22973.638,22.974,PDF,Portable Document Format (PDF),,,,,
8/23/2013,.zip,15,16125755,16125.755,16.126,Packaged Files,ZIP Format,,,,,
8/24/2013,.dwg,2,5406232,5406.232,5.406,CAD File (2d or 3d),AutoCAD Drawing,,,,,
8/24/2013,.bak,1,3002797,3002.797,3.003,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
8/24/2013,.msg,458,593460736,593460.736,593.461,Email Message,Microsoft Outlook Email Message,,,,,
8/24/2013,.doc,1,136192,136.192,0.136,Text Document,Microsoft Word Document,,,,,
8/24/2013,.dgn,2,1949696,1949.696,1.95,CAD File (2d or 3d),Microstation Design File,,,,,
8/24/2013,.pdf,7,10322986,10322.986,10.323,PDF,Portable Document Format (PDF),,,,,
8/24/2013,.zip,4,11224934,11224.934,11.225,Packaged Files,ZIP Format,,,,,
8/25/2013,.msg,3,12831744,12831.744,12.832,Email Message,Microsoft Outlook Email Message,,,,,
8/25/2013,.dgn,1,942592,942.592,0.943,CAD File (2d or 3d),Microstation Design File,,,,,
8/25/2013,.hln,4,322560,322.56,0.323,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
8/25/2013,.zip,9,21319859,21319.859,21.32,Packaged Files,ZIP Format,,,,,
8/26/2013,.JPG,22,63416278,63416.278,63.416,Image,JPEG File Interchange Format,,,,,
8/26/2013,.msg,2,3524096,3524.096,3.524,Email Message,Microsoft Outlook Email Message,,,,,
8/26/2013,.doc,7,978432,978.432,0.978,Text Document,Microsoft Word Document,,,,,
8/26/2013,.dgn,6,2212063,2212.063,2.212,CAD File (2d or 3d),Microstation Design File,,,,,
8/26/2013,.pdf,16,42359181,42359.181,42.359,PDF,Portable Document Format (PDF),,,,,
8/27/2013,.doc,4,556032,556.032,0.556,Text Document,Microsoft Word Document,,,,,
8/27/2013,.dgn,18,42372608,42372.608,42.373,CAD File (2d or 3d),Microstation Design File,,,,,
8/27/2013,.hln,1,28672,28.672,0.029,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
8/27/2013,.pdf,11,13465231,13465.231,13.465,PDF,Portable Document Format (PDF),,,,,
8/28/2013,.jpg,1,39026,39.026,0.039,Image,JPEG File Interchange Format,,,,,
8/28/2013,.msg,7,8593920,8593.92,8.594,Email Message,Microsoft Outlook Email Message,,,,,
8/28/2013,.doc,3,418816,418.816,0.419,Text Document,Microsoft Word Document,,,,,
8/28/2013,.dgn,2,3237888,3237.888,3.238,CAD File (2d or 3d),Microstation Design File,,,,,
8/28/2013,.hln,1,113152,113.152,0.113,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
8/28/2013,.pdf,13,6173790,6173.79,6.174,PDF,Portable Document Format (PDF),,,,,
8/28/2013,.zip,38,75525749,75525.749,75.526,Packaged Files,ZIP Format,,,,,
8/29/2013,.xlsx,1,12017,12.017,0.012,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
8/29/2013,.msg,3,1786880,1786.88,1.787,Email Message,Microsoft Outlook Email Message,,,,,
8/29/2013,.doc,6,811520,811.52,0.812,Text Document,Microsoft Word Document,,,,,
8/29/2013,.docx,1,19716,19.716,0.02,Text Document,Microsoft Word for Windows,,,,,
8/29/2013,.dgn,12,12267520,12267.52,12.268,CAD File (2d or 3d),Microstation Design File,,,,,
8/29/2013,.pdf,15,16489838,16489.838,16.49,PDF,Portable Document Format (PDF),,,,,
8/29/2013,.zip,13,15089612,15089.612,15.09,Packaged Files,ZIP Format,,,,,
8/30/2013,.dwg,2,727217,727.217,0.727,CAD File (2d or 3d),AutoCAD Drawing,,,,,
8/30/2013,.bak,1,455605,455.605,0.456,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
8/30/2013,.msg,3,1461760,1461.76,1.462,Email Message,Microsoft Outlook Email Message,,,,,
8/30/2013,.doc,5,702464,702.464,0.702,Text Document,Microsoft Word Document,,,,,
8/30/2013,.dgn,3,2520064,2520.064,2.52,CAD File (2d or 3d),Microstation Design File,,,,,
8/30/2013,.pdf,9,7416769,7416.769,7.417,PDF,Portable Document Format (PDF),,,,,
8/30/2013,.zip,13,15572458,15572.458,15.572,Packaged Files,ZIP Format,,,,,
9/2/2013,.dwg,2,704982,704.982,0.705,CAD File (2d or 3d),AutoCAD Drawing,,,,,
9/2/2013,.bak,1,566565,566.565,0.567,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
9/2/2013,.jpg,3,696189,696.189,0.696,Image,JPEG File Interchange Format,,,,,
9/2/2013,.msg,140,147288064,147288.064,147.288,Email Message,Microsoft Outlook Email Message,,,,,
9/2/2013,.doc,5,679936,679.936,0.68,Text Document,Microsoft Word Document,,,,,
9/2/2013,.pdf,20,20980721,20980.721,20.981,PDF,Portable Document Format (PDF),,,,,
9/2/2013,.zip,8,17347632,17347.632,17.348,Packaged Files,ZIP Format,,,,,
9/3/2013,.JPG,78,125631238,125631.238,125.631,Image,JPEG File Interchange Format,,,,,
9/3/2013,.xlsx,1,1450642,1450.642,1.451,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
9/3/2013,.msg,57,115918848,115918.848,115.919,Email Message,Microsoft Outlook Email Message,,,,,
9/3/2013,.doc,4,553472,553.472,0.553,Text Document,Microsoft Word Document,,,,,
9/3/2013,.pdf,17,25643504,25643.504,25.644,PDF,Portable Document Format (PDF),,,,,
9/3/2013,.zip,9,5348363,5348.363,5.348,Packaged Files,ZIP Format,,,,,
9/4/2013,.stl,1,423284,423.284,0.423,CAD File (2d or 3d),3D Model STL File (3D Print File),,,,,
9/4/2013,.msg,3,2753536,2753.536,2.754,Email Message,Microsoft Outlook Email Message,,,,,
9/4/2013,.doc,2,270848,270.848,0.271,Text Document,Microsoft Word Document,,,,,
9/4/2013,.dgn,1,963584,963.584,0.964,CAD File (2d or 3d),Microstation Design File,,,,,
9/4/2013,.pdf,7,7021818,7021.818,7.022,PDF,Portable Document Format (PDF),,,,,
9/4/2013,.zip,16,30530709,30530.709,30.531,Packaged Files,ZIP Format,,,,,
9/4/2013,.3dm,7,1473819360,1473819.36,1473.819,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
9/5/2013,.stl,7,353816988,353816.988,353.817,CAD File (2d or 3d),3D Model STL File (3D Print File),,,,,
9/5/2013,.jpg,39,108014272,108014.272,108.014,Image,JPEG File Interchange Format,,,,,
9/5/2013,.xls,1,25088,25.088,0.025,Spreadsheet or Database,Microsoft Excel 97 Workbook (xls),,,,,
9/5/2013,.thmx,1,3081,3.081,0.003,Program or System File,Microsoft Office Theme,,,,,
9/5/2013,.dgn,2,1722368,1722.368,1.722,CAD File (2d or 3d),Microstation Design File,,,,,
9/5/2013,.pdf,2,482679,482.679,0.483,PDF,Portable Document Format (PDF),,,,,
9/5/2013,.htm,1,35200,35.2,0.035,Text Document,Vector Markup Language,,,,,
9/5/2013,.xml,2,548,0.548,0.001,Text Document,XML file ,,,,,
9/5/2013,.zip,1,586265,586.265,0.586,Packaged Files,ZIP Format,,,,,
9/5/2013,.3dm,4,1340060264,1340060.264,1340.06,CAD File (2d or 3d),Rhinoceros 3D File,,,,,
9/6/2013,.xlsx,1,1450440,1450.44,1.45,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
9/6/2013,.msg,3,3340288,3340.288,3.34,Email Message,Microsoft Outlook Email Message,,,,,
9/6/2013,.doc,5,684544,684.544,0.685,Text Document,Microsoft Word Document,,,,,
9/6/2013,.dgn,2,6322688,6322.688,6.323,CAD File (2d or 3d),Microstation Design File,,,,,
9/6/2013,.pdf,12,8101965,8101.965,8.102,PDF,Portable Document Format (PDF),,,,,
9/6/2013,.zip,12,10177944,10177.944,10.178,Packaged Files,ZIP Format,,,,,
9/9/2013,.dwg,2,2182998,2182.998,2.183,CAD File (2d or 3d),AutoCAD Drawing,,,,,
9/9/2013,.bak,1,1572893,1572.893,1.573,CAD File (2d or 3d),AutoCAD Drawing Backup File,,,,,
9/9/2013,.JPG,15,36825395,36825.395,36.825,Image,JPEG File Interchange Format,,,,,
9/9/2013,.msg,1,355328,355.328,0.355,Email Message,Microsoft Outlook Email Message,,,,,
9/9/2013,.doc,5,680448,680.448,0.68,Text Document,Microsoft Word Document,,,,,
9/9/2013,.dgn,2,4136960,4136.96,4.137,CAD File (2d or 3d),Microstation Design File,,,,,
9/9/2013,.pdf,11,7821802,7821.802,7.822,PDF,Portable Document Format (PDF),,,,,
9/9/2013,.zip,11,10741925,10741.925,10.742,Packaged Files,ZIP Format,,,,,
9/10/2013,.xlsx,1,47377,47.377,0.047,Spreadsheet or Database,Microsoft Excel for Windows,,,,,
9/10/2013,.doc,8,1088000,1088,1.088,Text Document,Microsoft Word Document,,,,,
9/10/2013,.dgn,6,7353344,7353.344,7.353,CAD File (2d or 3d),Microstation Design File,,,,,
9/10/2013,.hln,3,140800,140.8,0.141,CAD File (2d or 3d),Microstation Hidden Line File ,,,,,
9/10/2013,.pdf,25,31884947,31884.947,31.885,PDF,Portable Document Format (PDF),,,,,
9/10/2013,.zip,17,50566884,50566.884,50.567,Packaged Files,ZIP Format,,,,,
9/11/2013,.ai,5,8016023,8016.023,8.016,Vector Drawing,Adobe Illustrator,,,,,
9/11/2013,.dwg,1,1396336,1396.336,1.396,CAD File (2d or 3d),AutoCAD Drawing,,,,,
9/11/2013,.msg,5,5339648,5339.648,5.34,Email Message,Microsoft Outlook Email Message,,,,,
9/11/2013,.doc,9,1281024,1281.024,1.281,Text Document,Microsoft Word Document,,,,,
9/11/2013,.dgn,3,4250112,4250.112,4.25,CAD File (2d or 3d),Microstation Design File,,,,,
9/11/2013,.pdf,32,26537484,26537.484,26.537,PDF,Portable Document Format (PDF),,,,,
9/11/2013,.zip,24,22299511,22299.511,22.3,Packaged Files,ZIP Format,,,,,
9/12/2013,.dwg,1,1513822,1513.822,1.514,CAD File (2d or 3d),AutoCAD Drawing,,,,,
9/12/2013,.jpg,22,6509777,6509.777,6.51,Image,JPEG File Interchange Format,,,,,
9/12/2013,.doc,2,275456,275.456,0.275,Text Document,Microsoft Word Document,,,,,
9/12/2013,.dgn,6,24376832,24376.832,24.377,CAD File (2d or 3d),Microstation Design File,,,,,
9/12/2013,.pdf,5,2420462,2420.462,2.42,PDF,Portable Document Format (PDF),,,,,
9/13/2013,.JPG,28,69860208,69860.208,69.86,Image,JPEG File Interchange Format,,,,,
9/13/2013,.dgn,1,1046090,1046.09,1.046,CAD File (2d or 3d),Microstation Design File,,,,,
9/13/2013,.pdf,1,1481654,1481.654,1.482,PDF,Portable Document Format (PDF),,,,,
9/14/2013,.msg,1,1663488,1663.488,1.663,Email Message,Microsoft Outlook Email Message,,,,,
9/14/2013,.doc,3,417280,417.28,0.417,Text Document,Microsoft Word Document,,,,,
9/14/2013,.pdf,8,10025971,10025.971,10.026,PDF,Portable Document Format (PDF),,,,,
9/14/2013,.zip,1,6306627,6306.627,6.307,Packaged Files,ZIP Format,,,,,
9/15/2013,.pdf,2,1781383,1781.383,1.781,PDF,Portable Document Format (PDF),,,,,
9/16/2013,.dwg,1,2761033,2761.033,2.761,CAD File (2d or 3d),AutoCAD Drawing,,,,,
9/16/2013,.JPG,30,72635904,72635.904,72.636,Image,JPEG File Interchange Format,,,,,
9/16/2013,.mb,3,114941740,114941.74,114.942,CAD File (2d or 3d),Maya Binary File Format,,,,,
9/16/2013,.swatches,1,57617,57.617,0.058,CAD File (2d or 3d),Maya Icons or Swatches file,,,,,
9/16/2013,.msg,7,10478080,10478.08,10.478,Email Message,Microsoft Outlook Email Message,,,,,
9/16/2013,.doc,11,32240128,32240.128,32.24,Text Document,Microsoft Word Document,,,,,
9/16/2013,.docx,1,16911,16.911,0.017,Text Document,Microsoft Word for Windows,,,,,
9/16/2013,.dgn,5,17230848,17230.848,17.231,CAD File (2d or 3d),Microstation Design File,,,,,
